title,department,location,posting_date,remote,region,url
Tax Analyst,Not specified,Not specified,Posted Today,No,Not specified,https://vertexinc.wd1.myworkdayjobs.com/VertexInc/job/Remote---GBR/Tax-Analyst_JR102422
Technical Training Specialist III,Not specified,Not specified,Posted Yesterday,No,Not specified,https://vertexinc.wd1.myworkdayjobs.com/VertexInc/job/Remote---PA/Technical-Training-Specialist-III_JR102398-1
Lead Software Engineer,Not specified,Not specified,Posted Yesterday,No,Not specified,https://vertexinc.wd1.myworkdayjobs.com/VertexInc/job/Remote---PA/Lead-Software-Engineer_JR102383-1
Director - Field Marketing,Not specified,Not specified,Posted 3 Days Ago,No,Not specified,https://vertexinc.wd1.myworkdayjobs.com/VertexInc/job/Remote-USA/Director---Field-Marketing_JR102306-1
Director-  Digital Experience & Web Strategy,Not specified,Not specified,Posted 7 Days Ago,No,Not specified,https://vertexinc.wd1.myworkdayjobs.com/VertexInc/job/Remote-USA/Director---Digital-Experience---Web-Strategy_JR102409-1
Account Executive Principal,Not specified,Not specified,Posted 10 Days Ago,No,Not specified,https://vertexinc.wd1.myworkdayjobs.com/VertexInc/job/Remote---DEU/Account-Executive-Principal_JR102369-1
Field Consultant Principal,Not specified,Not specified,Posted 13 Days Ago,No,Not specified,https://vertexinc.wd1.myworkdayjobs.com/VertexInc/job/Remote---PA/Field-Consultant-Principal_JR102402-1
Partner Development Manager IV,Not specified,Not specified,Posted 14 Days Ago,No,Not specified,https://vertexinc.wd1.myworkdayjobs.com/VertexInc/job/Remote-USA/Partner-Development-Manager-IV_JR102370-1
"Technical Product Manager, Data Governance & Strategy",Not specified,Not specified,Posted 15 Days Ago,No,Not specified,https://vertexinc.wd1.myworkdayjobs.com/VertexInc/job/Remote---PA/Technical-Product-Manager--Data-Governance---Strategy_JR102214-1
Lead P+C Ops Generalist,Not specified,Not specified,Posted 20 Days Ago,No,Not specified,https://vertexinc.wd1.myworkdayjobs.com/VertexInc/job/Remote-USA/Lead-P-C-Ops-Generalist_JR102393-1
"HRIS Analyst III, Workday",Not specified,Not specified,Posted 20 Days Ago,No,Not specified,https://vertexinc.wd1.myworkdayjobs.com/VertexInc/job/Remote-USA/HRIS-Analyst-III--Workday_JR102390-1
Technical Product Content Writer III,Not specified,Not specified,Posted 21 Days Ago,No,Not specified,https://vertexinc.wd1.myworkdayjobs.com/VertexInc/job/Remote---PA/Technical-Product-Content-Writer-III_JR102382-2
Tax Research Analyst,Not specified,Not specified,Posted 28 Days Ago,No,Not specified,https://vertexinc.wd1.myworkdayjobs.com/VertexInc/job/Remote-USA/Tax-Analyst-IV_JR102359-1
Account Executive UK & Ireland,Not specified,Not specified,Posted 29 Days Ago,No,Not specified,https://vertexinc.wd1.myworkdayjobs.com/VertexInc/job/London-United-Kingdom/Account-Executive-UK---Ireland_JR102368-1
E-Invoicing Project Manager,Not specified,Not specified,Posted 30+ Days Ago,No,Not specified,https://vertexinc.wd1.myworkdayjobs.com/VertexInc/job/Remote---GBR/E-Invoicing-Project-Manager_JR102124-1
Tax Processing Specialists - SUT Compliance,Not specified,Not specified,Posted 30+ Days Ago,No,Not specified,https://vertexinc.wd1.myworkdayjobs.com/VertexInc/job/Remote-USA/Tax-Processing-Team_JR102358-2
Tax Research Manager - AI - Human In The Loop,Not specified,Not specified,Posted 30+ Days Ago,No,Not specified,https://vertexinc.wd1.myworkdayjobs.com/VertexInc/job/Remote-USA/Tax-Research-Manager---AI---Human-In-The-Loop_JR102361-1
Channel Sales Manager II,Not specified,Not specified,Posted 30+ Days Ago,No,Not specified,https://vertexinc.wd1.myworkdayjobs.com/VertexInc/job/Remote-USA/Channel-Sales-Manager-II_JR102363-1
Senior Partner Sales Enablement Manager,Not specified,Not specified,Posted 30+ Days Ago,No,Not specified,https://vertexinc.wd1.myworkdayjobs.com/VertexInc/job/Remote---PA/Senior-Partner-Sales-Enablement-Manager_JR102332-1
"Senior Manager, Technology Partner Marketing",Not specified,Not specified,Posted 30+ Days Ago,No,Not specified,https://vertexinc.wd1.myworkdayjobs.com/VertexInc/job/Remote-USA/Senior-Manager--Technology-Partner-Marketing_JR102335-1
Senior Manager - AI Engineering,Not specified,Not specified,Posted 30+ Days Ago,No,Not specified,https://vertexinc.wd1.myworkdayjobs.com/VertexInc/job/Remote---PA/Senior-Manager---AI-Engineering_JR102311-1
Technical Product Marketing Manager II,Not specified,Not specified,Posted 30+ Days Ago,No,Not specified,https://vertexinc.wd1.myworkdayjobs.com/VertexInc/job/Remote---GBR/Technical-Product-Marketing-Manager-II_JR102285
